Frame,YOLO Processing Time (s),Model Inference Time (s),Frame Processing Time (s)
0,1.426374912261963,0.014595985412597656,1.446394443511963
1,0.09180712699890137,0.01690220832824707,0.11450958251953125
2,0.07136034965515137,0.01769709587097168,0.09404110908508301
3,0.07030105590820312,0.018013477325439453,0.09627485275268555
4,0.06726360321044922,0.022284746170043945,0.09826254844665527
5,0.07322382926940918,0.02417731285095215,0.10356259346008301
6,0.06905722618103027,0.02105426788330078,0.09370136260986328
7,0.06193041801452637,0.01778125762939453,0.08358407020568848
8,0.061892032623291016,0.01767253875732422,0.08203387260437012
9,0.06397080421447754,0.017052650451660156,0.08328890800476074
10,0.06350135803222656,0.018224000930786133,0.08493614196777344
11,0.07029509544372559,0.01898026466369629,0.09173011779785156
12,0.06519079208374023,0.016803979873657227,0.08488154411315918
13,0.06461095809936523,0.017563343048095703,0.08416366577148438
14,0.06398129463195801,0.021522045135498047,0.08762526512145996
15,0.05964517593383789,0.02193760871887207,0.08373498916625977
16,0.05961155891418457,0.022021055221557617,0.08356785774230957
17,0.05914044380187988,0.02726459503173828,0.08965063095092773
18,0.05750274658203125,0.025595903396606445,0.0855860710144043
19,0.05925631523132324,0.02576470375061035,0.08732032775878906
20,0.05901479721069336,0.02769923210144043,0.08904457092285156
21,0.05716657638549805,0.028050899505615234,0.08730936050415039
22,0.05675649642944336,0.028046131134033203,0.08669853210449219
23,0.05712723731994629,0.032064199447631836,0.09118247032165527
24,0.06594038009643555,0.030919790267944336,0.09941887855529785
25,0.06168413162231445,0.030693769454956055,0.0948340892791748
26,0.06441235542297363,0.029740333557128906,0.09723925590515137
27,0.057795047760009766,0.029501914978027344,0.08931612968444824
28,0.05629563331604004,0.028399229049682617,0.08648562431335449
29,0.059452056884765625,0.03765416145324707,0.0991058349609375
30,0.06216120719909668,0.03144264221191406,0.09592485427856445
31,0.07106947898864746,0.03022146224975586,0.10529875755310059
32,0.06368541717529297,0.03150677680969238,0.09711480140686035
33,0.06266903877258301,0.03514385223388672,0.10194063186645508
34,0.05819082260131836,0.04184293746948242,0.10202169418334961
35,0.06445527076721191,0.03283405303955078,0.10117602348327637
36,0.061765432357788086,0.03570818901062012,0.09935808181762695
37,0.06145310401916504,0.03737020492553711,0.10119748115539551
38,0.0693202018737793,0.04258394241333008,0.11373162269592285
39,0.06308460235595703,0.03454470634460449,0.09954118728637695
40,0.06384539604187012,0.0332951545715332,0.09927749633789062
41,0.06100320816040039,0.03074336051940918,0.09362316131591797
42,0.0637061595916748,0.032859086990356445,0.09869909286499023
43,0.06426501274108887,0.03526806831359863,0.10199594497680664
44,0.06007981300354004,0.03247976303100586,0.09548640251159668
45,0.06186532974243164,0.03476285934448242,0.09917211532592773
46,0.06424236297607422,0.03564262390136719,0.10207295417785645
47,0.06420087814331055,0.03491377830505371,0.10124945640563965
48,0.06499934196472168,0.036725759506225586,0.10495424270629883
49,0.06934261322021484,0.03548693656921387,0.10707330703735352
50,0.07234787940979004,0.03772687911987305,0.11348938941955566
51,0.07034873962402344,0.039185285568237305,0.1121208667755127
52,0.07008814811706543,0.03477740287780762,0.10909819602966309
53,0.0702507495880127,0.033206939697265625,0.10601091384887695
54,0.0691068172454834,0.04033088684082031,0.11228013038635254
55,0.07074403762817383,0.03512859344482422,0.10860633850097656
56,0.0684969425201416,0.039017677307128906,0.1096034049987793
57,0.0697329044342041,0.036042213439941406,0.10791516304016113
58,0.06458044052124023,0.03635883331298828,0.10281157493591309
59,0.06456637382507324,0.03754162788391113,0.10476064682006836
60,0.06459593772888184,0.03213238716125488,0.0992729663848877
61,0.06656956672668457,0.03336501121520996,0.10165858268737793
62,0.06850886344909668,0.03657364845275879,0.10738801956176758
63,0.06810212135314941,0.038939714431762695,0.1093440055847168
64,0.06623506546020508,0.034680843353271484,0.10281038284301758
65,0.06837797164916992,0.038137197494506836,0.10864114761352539
66,0.06541776657104492,0.04195380210876465,0.10949468612670898
67,0.06540393829345703,0.03559088706970215,0.10349893569946289
68,0.0655825138092041,0.03874850273132324,0.10605335235595703
69,0.06532168388366699,0.04283022880554199,0.11061716079711914
70,0.06430220603942871,0.04121088981628418,0.10750150680541992
71,0.0654001235961914,0.03636932373046875,0.10374140739440918
72,0.06749153137207031,0.03684067726135254,0.10623908042907715
73,0.06385993957519531,0.035925865173339844,0.10252761840820312
74,0.06555604934692383,0.03593587875366211,0.1033482551574707
75,0.06332540512084961,0.035628557205200195,0.10104107856750488
76,0.06495404243469238,0.03605914115905762,0.1028590202331543
77,0.0649724006652832,0.03923296928405762,0.10623550415039062
78,0.06785035133361816,0.03903794288635254,0.10939288139343262
79,0.06559348106384277,0.04007911682128906,0.1083066463470459
80,0.06399369239807129,0.04226231575012207,0.10858154296875
81,0.06473135948181152,0.03693127632141113,0.10370540618896484
82,0.06746268272399902,0.03845572471618652,0.10802960395812988
83,0.06686067581176758,0.039061546325683594,0.10800886154174805
84,0.06652665138244629,0.03619813919067383,0.10511040687561035
85,0.06659555435180664,0.034943342208862305,0.1036984920501709
86,0.06560802459716797,0.034134864807128906,0.10203051567077637
87,0.07126212120056152,0.0383906364440918,0.11389756202697754
88,0.0648798942565918,0.036673784255981445,0.10410547256469727
89,0.07116055488586426,0.03389739990234375,0.10889601707458496
90,0.06833696365356445,0.03425264358520508,0.10506463050842285
91,0.06420588493347168,0.03488349914550781,0.10117459297180176
92,0.06539797782897949,0.035860538482666016,0.1042177677154541
93,0.06539463996887207,0.036453962326049805,0.10390067100524902
94,0.0648961067199707,0.03140664100646973,0.09828877449035645
95,0.06575155258178711,0.03223562240600586,0.09998655319213867
96,0.06630277633666992,0.031757354736328125,0.10061097145080566
97,0.06747746467590332,0.03148818016052246,0.10090780258178711
98,0.0694887638092041,0.032224416732788086,0.10452771186828613
99,0.07346630096435547,0.030858516693115234,0.10629439353942871
100,0.06471729278564453,0.035028696060180664,0.10224580764770508
101,0.06423473358154297,0.034314632415771484,0.10082507133483887
102,0.06924057006835938,0.03560161590576172,0.1067967414855957
103,0.06385016441345215,0.03179454803466797,0.09781646728515625
104,0.06466984748840332,0.032727956771850586,0.09946012496948242
105,0.07363390922546387,0.034397125244140625,0.11188578605651855
106,0.06627345085144043,0.03621649742126465,0.10548520088195801
107,0.0640106201171875,0.035173892974853516,0.10164165496826172
108,0.06868577003479004,0.03480696678161621,0.10602068901062012
109,0.06563711166381836,0.03374743461608887,0.10261821746826172
110,0.0695347785949707,0.035418033599853516,0.10695648193359375
111,0.06442451477050781,0.035266876220703125,0.10171890258789062
112,0.06562566757202148,0.034371137619018555,0.10401773452758789
113,0.06806612014770508,0.03317737579345703,0.10325026512145996
114,0.06414985656738281,0.03263711929321289,0.09865999221801758
115,0.06626319885253906,0.03148460388183594,0.099761962890625
116,0.06643033027648926,0.03188347816467285,0.10037875175476074
117,0.0680232048034668,0.031336307525634766,0.10146379470825195
118,0.06922554969787598,0.03186750411987305,0.10337018966674805
119,0.06440925598144531,0.0334320068359375,0.10040831565856934
120,0.06389117240905762,0.03173232078552246,0.09763431549072266
121,0.06853508949279785,0.031952857971191406,0.10267758369445801
122,0.0660715103149414,0.03196525573730469,0.1002345085144043
123,0.06464719772338867,0.035857200622558594,0.10314583778381348
