YOLO Processing Time (s),Model Inference Time (s),Frame Processing Time (s)
0.05929875373840332,0.00952911376953125,0.07314515113830566
0.05911660194396973,0.009862899780273438,0.07188177108764648
0.061704158782958984,0.009755134582519531,0.07365846633911133
0.05879640579223633,0.009797096252441406,0.0706932544708252
0.057770729064941406,0.011119604110717773,0.07165050506591797
0.057462215423583984,0.010522842407226562,0.07045722007751465
0.05916953086853027,0.010414600372314453,0.07147669792175293
0.058637380599975586,0.013884782791137695,0.07496356964111328
0.05739092826843262,0.01183938980102539,0.07122802734375
0.058981895446777344,0.010443449020385742,0.07120943069458008
0.05621623992919922,0.010515689849853516,0.06983041763305664
0.05832552909851074,0.010933399200439453,0.07149434089660645
0.05939626693725586,0.009835958480834961,0.07362556457519531
0.05843973159790039,0.010066747665405273,0.07178616523742676
0.05762624740600586,0.010096073150634766,0.07051587104797363
0.05835247039794922,0.009644269943237305,0.0708003044128418
0.05666708946228027,0.009491682052612305,0.0694575309753418
0.05686330795288086,0.010450601577758789,0.07093524932861328
0.055665016174316406,0.010128498077392578,0.06947183609008789
0.05882716178894043,0.009586811065673828,0.07207584381103516
0.05943131446838379,0.009912967681884766,0.07521939277648926
0.05728936195373535,0.009752750396728516,0.07078742980957031
0.05965876579284668,0.010062217712402344,0.07370209693908691
0.057969093322753906,0.010167837142944336,0.07202601432800293
0.05843353271484375,0.011104345321655273,0.07527995109558105
0.05581212043762207,0.009119749069213867,0.06810832023620605
0.057409048080444336,0.010437726974487305,0.07091403007507324
0.05832624435424805,0.012714147567749023,0.07413434982299805
0.05909132957458496,0.011027812957763672,0.07259273529052734
0.05957913398742676,0.010399341583251953,0.07206177711486816
0.06331682205200195,0.009285926818847656,0.07484817504882812
0.06395578384399414,0.010289430618286133,0.07627224922180176
0.076141357421875,0.016997575759887695,0.0961921215057373
0.06611251831054688,0.012198686599731445,0.0829000473022461
0.06383061408996582,0.011979103088378906,0.07977128028869629
0.06266021728515625,0.009802818298339844,0.07453370094299316
0.060367584228515625,0.009249687194824219,0.07226419448852539
0.06914687156677246,0.02317643165588379,0.09498453140258789
0.06587648391723633,0.010167837142944336,0.08081960678100586
0.06316781044006348,0.009198427200317383,0.07602763175964355
0.06449747085571289,0.009539365768432617,0.07758951187133789
0.06215786933898926,0.008947372436523438,0.07328963279724121
0.06381511688232422,0.016026735305786133,0.08309555053710938
0.06103849411010742,0.010674476623535156,0.07446050643920898
0.06410670280456543,0.012936592102050781,0.0793311595916748
0.0645601749420166,0.010532379150390625,0.07849717140197754
0.06522893905639648,0.010980844497680664,0.07825231552124023
0.05942058563232422,0.009222745895385742,0.07087588310241699
0.059667348861694336,0.008358955383300781,0.0708005428314209
0.056622982025146484,0.00883030891418457,0.06993770599365234
0.060187339782714844,0.00844120979309082,0.07075071334838867
0.05727195739746094,0.011766195297241211,0.07110881805419922
0.05586123466491699,0.010015010833740234,0.06794881820678711
0.059160470962524414,0.009695768356323242,0.07077693939208984
0.057498931884765625,0.00981903076171875,0.06910061836242676
0.06744503974914551,0.01336669921875,0.0829472541809082
0.05966591835021973,0.011635303497314453,0.07418227195739746
0.05682110786437988,0.011737346649169922,0.07038283348083496
0.059905290603637695,0.012056827545166016,0.07442808151245117
0.05648541450500488,0.01017141342163086,0.06902813911437988
0.05667996406555176,0.011148452758789062,0.0697624683380127
0.056348323822021484,0.009847402572631836,0.06907272338867188
0.05960226058959961,0.00986170768737793,0.07141375541687012
0.058331966400146484,0.009735822677612305,0.07086539268493652
0.05778336524963379,0.009551525115966797,0.06985855102539062
0.057329416275024414,0.009510040283203125,0.07059931755065918
0.05569171905517578,0.009497404098510742,0.0692741870880127
0.05920767784118652,0.008917570114135742,0.07018899917602539
0.06389594078063965,0.008451700210571289,0.07440924644470215
0.0636434555053711,0.009460926055908203,0.07623958587646484
0.056632041931152344,0.016289234161376953,0.07596135139465332
0.06203722953796387,0.00956273078918457,0.07588720321655273
0.059845685958862305,0.010844230651855469,0.07293057441711426
0.056755781173706055,0.009496450424194336,0.0691993236541748
0.056316375732421875,0.009567737579345703,0.06831884384155273
0.05756783485412598,0.007851839065551758,0.06841897964477539
0.055394649505615234,0.00884866714477539,0.06663084030151367
0.05646109580993652,0.00785064697265625,0.06681418418884277
0.06003069877624512,0.009579181671142578,0.07198238372802734
0.05713844299316406,0.00677800178527832,0.06687235832214355
0.056719064712524414,0.007956266403198242,0.0675363540649414
0.07675886154174805,0.015798330307006836,0.09499597549438477
0.06665611267089844,0.009963035583496094,0.0784921646118164
0.06117701530456543,0.010390758514404297,0.07374787330627441
0.06565093994140625,0.007485151290893555,0.07534241676330566
0.05681490898132324,0.0072476863861083984,0.06664919853210449
0.056932687759399414,0.006273746490478516,0.06619930267333984
0.056925058364868164,0.008517742156982422,0.06771564483642578
0.05728411674499512,0.005585908889770508,0.06518363952636719
0.05876302719116211,0.006350517272949219,0.06716609001159668
0.060620784759521484,0.005849599838256836,0.06905603408813477
0.05709266662597656,0.006238222122192383,0.0652773380279541
0.0572052001953125,0.006441593170166016,0.06583905220031738
0.05813145637512207,0.006252288818359375,0.06725025177001953
0.05720925331115723,0.0051648616790771484,0.06452488899230957
0.057184457778930664,0.006233692169189453,0.06558489799499512
0.05741572380065918,0.006621122360229492,0.06673574447631836
0.057851314544677734,0.005968570709228516,0.0661466121673584
0.0642848014831543,0.0057408809661865234,0.07188105583190918
0.05785322189331055,0.005836009979248047,0.06567263603210449
0.05838203430175781,0.005139350891113281,0.06605243682861328
0.060219526290893555,0.00592041015625,0.06858158111572266
0.06849122047424316,0.006467103958129883,0.07705020904541016
0.06007575988769531,0.006417512893676758,0.07103586196899414
0.05746126174926758,0.005419492721557617,0.06543803215026855
0.05672264099121094,0.004861116409301758,0.06414055824279785
0.06043529510498047,0.005304813385009766,0.06793832778930664
0.058556318283081055,0.004725217819213867,0.06536078453063965
0.05776810646057129,0.005248069763183594,0.06677436828613281
0.057219505310058594,0.005646944046020508,0.06493186950683594
0.058531999588012695,0.004767417907714844,0.06549620628356934
0.058698415756225586,0.0045588016510009766,0.06578779220581055
0.07044649124145508,0.0063724517822265625,0.07891535758972168
0.057372093200683594,0.004593849182128906,0.06441044807434082
0.06295442581176758,0.006706714630126953,0.07448291778564453
0.061316728591918945,0.005105018615722656,0.06903886795043945
0.05982637405395508,0.005304574966430664,0.06722712516784668
0.05973482131958008,0.0062999725341796875,0.06955242156982422
0.058916330337524414,0.005110502243041992,0.06645703315734863
0.05650830268859863,0.005200624465942383,0.06448817253112793
0.056305646896362305,0.0074579715728759766,0.06568765640258789
0.06470370292663574,0.004777669906616211,0.07267355918884277
0.06367754936218262,0.006377220153808594,0.07199716567993164
0.0583491325378418,0.0058858394622802734,0.06802582740783691
0.06367945671081543,0.005292415618896484,0.07266092300415039
0.06323766708374023,0.005312442779541016,0.07082533836364746
0.06294512748718262,0.00479435920715332,0.07010579109191895
0.05803322792053223,0.005292415618896484,0.06578564643859863
0.058533430099487305,0.005598306655883789,0.06615829467773438
0.05849957466125488,0.0074274539947509766,0.06783175468444824
0.07532310485839844,0.006456613540649414,0.08525753021240234
0.06502342224121094,0.0056667327880859375,0.07356476783752441
0.061441898345947266,0.007069110870361328,0.07075738906860352
0.05724596977233887,0.00604557991027832,0.06580090522766113
0.06175518035888672,0.006386280059814453,0.07085609436035156
0.055525779724121094,0.006505012512207031,0.06434059143066406
0.06099963188171387,0.006619453430175781,0.06991744041442871
0.061345577239990234,0.005996227264404297,0.06969094276428223
0.0594179630279541,0.006246805191040039,0.06801152229309082
0.0688169002532959,0.006343841552734375,0.07744073867797852
0.056990861892700195,0.006600141525268555,0.06576180458068848
0.05786466598510742,0.006253480911254883,0.06664681434631348
0.05919694900512695,0.00813913345336914,0.06992721557617188
0.06151008605957031,0.007875680923461914,0.07228636741638184
0.059455156326293945,0.006959199905395508,0.06873607635498047
0.05960273742675781,0.009813785552978516,0.07158374786376953
0.05804800987243652,0.008234739303588867,0.0685110092163086
0.05701088905334473,0.008854150772094727,0.06803488731384277
0.05889463424682617,0.008076190948486328,0.07040858268737793
0.055811166763305664,0.008083581924438477,0.06630420684814453
0.05601787567138672,0.007562398910522461,0.06549239158630371
0.05652880668640137,0.007048845291137695,0.06560468673706055
0.055376291275024414,0.007226467132568359,0.06574440002441406
0.05515909194946289,0.007979869842529297,0.06546545028686523
0.05451631546020508,0.007514238357543945,0.0641469955444336
0.055138587951660156,0.007279872894287109,0.0666952133178711
0.054325103759765625,0.011452198028564453,0.0681908130645752
0.05725693702697754,0.008954524993896484,0.06875324249267578
0.06313228607177734,0.013480186462402344,0.07904267311096191
0.06254959106445312,0.010235309600830078,0.07656717300415039
0.06222820281982422,0.00784921646118164,0.07397818565368652
0.05569887161254883,0.010025501251220703,0.06810760498046875
0.05901455879211426,0.009197711944580078,0.07109713554382324
0.06596875190734863,0.008519411087036133,0.07946181297302246
0.0576634407043457,0.008020401000976562,0.06926178932189941
0.057367801666259766,0.009031057357788086,0.06860780715942383
0.05668330192565918,0.006537199020385742,0.06628227233886719
0.06213951110839844,0.00711512565612793,0.07178258895874023
0.06092023849487305,0.007409811019897461,0.07135558128356934
0.06024503707885742,0.0074236392974853516,0.07004714012145996
0.05756020545959473,0.008898496627807617,0.06958985328674316
0.05799126625061035,0.0066471099853515625,0.06715035438537598
0.05796384811401367,0.008303165435791016,0.06984901428222656
0.05840706825256348,0.00652623176574707,0.06710648536682129
0.05713009834289551,0.006350040435791016,0.06631851196289062
0.05881786346435547,0.010012388229370117,0.07107925415039062
0.05823254585266113,0.005341053009033203,0.06626200675964355
0.05687069892883301,0.009200096130371094,0.06807208061218262
0.05802154541015625,0.009451150894165039,0.07127022743225098
0.05802416801452637,0.008558511734008789,0.0685720443725586
0.061391353607177734,0.008175134658813477,0.07202768325805664
0.05978727340698242,0.008225679397583008,0.07026886940002441
0.06008481979370117,0.009120702743530273,0.07152843475341797
0.062433481216430664,0.008579492568969727,0.07416486740112305
0.06417608261108398,0.0070896148681640625,0.0739893913269043
0.06465530395507812,0.010617256164550781,0.07788681983947754
0.06416964530944824,0.009470939636230469,0.07745599746704102
0.0641326904296875,0.010225296020507812,0.07665300369262695
0.06406712532043457,0.006013631820678711,0.07457542419433594
0.06494259834289551,0.006769657135009766,0.07677984237670898
0.06602668762207031,0.006737470626831055,0.07684755325317383
0.0643777847290039,0.008293867111206055,0.07702302932739258
0.06381654739379883,0.007519960403442383,0.07530403137207031
0.0616612434387207,0.006459236145019531,0.071563720703125
0.06191515922546387,0.007309913635253906,0.07175183296203613
0.05869746208190918,0.00746607780456543,0.06874966621398926
0.058988094329833984,0.0077419281005859375,0.06960201263427734
0.05788874626159668,0.005576372146606445,0.06548476219177246
0.06193685531616211,0.009429693222045898,0.0742793083190918
0.056420087814331055,0.007442474365234375,0.06596684455871582
0.0669410228729248,0.009303092956542969,0.07883119583129883
0.05634927749633789,0.008357524871826172,0.06701350212097168
0.057953596115112305,0.008490562438964844,0.06958270072937012
0.0557093620300293,0.008032083511352539,0.06699562072753906
0.05727410316467285,0.00684356689453125,0.06766986846923828
0.05902433395385742,0.008590221405029297,0.06997489929199219
0.05738115310668945,0.007977724075317383,0.06851911544799805
0.05911087989807129,0.012014627456665039,0.07338428497314453
0.05823373794555664,0.008135557174682617,0.0695028305053711
0.05714058876037598,0.009308338165283203,0.06965470314025879
0.05747652053833008,0.008072614669799805,0.06809496879577637
0.05650472640991211,0.009274482727050781,0.06837320327758789
0.05896425247192383,0.008537054061889648,0.06997060775756836
0.057578086853027344,0.010053157806396484,0.07018661499023438
0.05702042579650879,0.008595705032348633,0.06800270080566406
0.0591583251953125,0.010800838470458984,0.07371759414672852
0.06457734107971191,0.014119148254394531,0.08220648765563965
0.06090831756591797,0.008176088333129883,0.0714271068572998
0.06067061424255371,0.0070648193359375,0.06974124908447266
0.059326171875,0.008599996566772461,0.07288098335266113
0.08150768280029297,0.009554862976074219,0.09447598457336426
0.06545710563659668,0.006858348846435547,0.07619142532348633
0.05794262886047363,0.008428573608398438,0.06984829902648926
0.05900239944458008,0.006788730621337891,0.06806421279907227
0.06936979293823242,0.011244773864746094,0.08479857444763184
0.061296939849853516,0.007503509521484375,0.07233786582946777
0.06491398811340332,0.008676290512084961,0.07711648941040039
0.06075644493103027,0.010023832321166992,0.07387900352478027
0.0701894760131836,0.004499197006225586,0.08036017417907715
0.07502889633178711,0.016147613525390625,0.09703183174133301
0.06441879272460938,0.007735490798950195,0.07677888870239258
0.06457710266113281,0.009282112121582031,0.07609820365905762
0.06036067008972168,0.008899450302124023,0.07487130165100098
0.06302833557128906,0.006853342056274414,0.07347512245178223
0.06434440612792969,0.006010770797729492,0.07280588150024414
0.0653681755065918,0.0052089691162109375,0.07365298271179199
0.05836892127990723,0.008040904998779297,0.07033252716064453
0.05990028381347656,0.006339311599731445,0.06903719902038574
0.05829262733459473,0.005369424819946289,0.06580972671508789
0.06220817565917969,0.006070137023925781,0.07155418395996094
0.06055879592895508,0.007021665573120117,0.07087016105651855
0.05765247344970703,0.006824970245361328,0.06714558601379395
0.06001901626586914,0.0068933963775634766,0.07035708427429199
0.05737662315368652,0.006175518035888672,0.0657663345336914
0.05684161186218262,0.006087541580200195,0.06610918045043945
0.05727195739746094,0.006680011749267578,0.06614923477172852
0.05730152130126953,0.008510828018188477,0.06938600540161133
0.05732297897338867,0.0059239864349365234,0.06544041633605957
0.05681753158569336,0.006146669387817383,0.06504964828491211
0.05728554725646973,0.007506847381591797,0.0674138069152832
0.05736970901489258,0.006021261215209961,0.06573081016540527
0.05773615837097168,0.006246328353881836,0.06800961494445801
0.05501055717468262,0.006382465362548828,0.06362295150756836
0.06103062629699707,0.0065343379974365234,0.07029390335083008
0.05803847312927246,0.006993293762207031,0.06751894950866699
0.06034040451049805,0.008914470672607422,0.07361531257629395
0.06471729278564453,0.008534431457519531,0.07649755477905273
0.058493614196777344,0.007493257522583008,0.06813716888427734
0.06080794334411621,0.008037567138671875,0.07269978523254395
0.06374669075012207,0.00806879997253418,0.07635807991027832
0.05829000473022461,0.00997161865234375,0.0729522705078125
0.06130361557006836,0.011761903762817383,0.07528448104858398
0.06046462059020996,0.009702682495117188,0.07301163673400879
0.05959582328796387,0.009575605392456055,0.07198786735534668
0.0634300708770752,0.0069866180419921875,0.07263612747192383
0.0566554069519043,0.01006317138671875,0.07018566131591797
0.05819964408874512,0.010140180587768555,0.07149100303649902
0.06630516052246094,0.003702402114868164,0.07218575477600098
0.05547666549682617,0.0077860355377197266,0.06557798385620117
0.0577540397644043,0.008188962936401367,0.06806039810180664
0.05526375770568848,0.008501052856445312,0.06623315811157227
0.06136679649353027,0.007349252700805664,0.07114243507385254
0.054116249084472656,0.008381128311157227,0.0649564266204834
0.05548882484436035,0.007846832275390625,0.0657196044921875
0.05690193176269531,0.007824182510375977,0.06787991523742676
0.05564141273498535,0.008989334106445312,0.06669831275939941
0.058043718338012695,0.007974624633789062,0.06833434104919434
0.05547952651977539,0.010923385620117188,0.06886863708496094
0.05643796920776367,0.008237361907958984,0.06736016273498535
0.055718183517456055,0.011073589324951172,0.06898736953735352
0.06817054748535156,0.009845733642578125,0.08171200752258301
0.06638646125793457,0.01227569580078125,0.08140754699707031
0.06447696685791016,0.011055946350097656,0.0797569751739502
0.07716059684753418,0.013866186141967773,0.09488272666931152
0.06765437126159668,0.027363061904907227,0.0982973575592041
0.07782673835754395,0.020421504974365234,0.10755491256713867
0.06935429573059082,0.015800952911376953,0.08768224716186523
0.07287406921386719,0.012302637100219727,0.08923482894897461
0.06998658180236816,0.01615285873413086,0.08964753150939941
0.07202291488647461,0.008713960647583008,0.08499979972839355
0.06594467163085938,0.009053468704223633,0.079010009765625
0.057256221771240234,0.008965253829956055,0.07058358192443848
0.05608677864074707,0.011291265487670898,0.07213568687438965
0.05658149719238281,0.010827302932739258,0.06946516036987305
0.06009221076965332,0.010694265365600586,0.07429647445678711
0.056397199630737305,0.010799407958984375,0.07077813148498535
0.056143999099731445,0.010467052459716797,0.06927704811096191
0.05710721015930176,0.010927200317382812,0.07004952430725098
0.05695748329162598,0.011277198791503906,0.07078957557678223
0.05598592758178711,0.011073112487792969,0.06924843788146973
0.05801820755004883,0.01129293441772461,0.07227134704589844
0.05730319023132324,0.012662887573242188,0.07261538505554199
0.05706453323364258,0.013201236724853516,0.0735464096069336
0.05808424949645996,0.013104915618896484,0.07341504096984863
0.05769085884094238,0.012081384658813477,0.07174563407897949
0.0543057918548584,0.012407779693603516,0.0689554214477539
0.0654611587524414,0.012228012084960938,0.07997441291809082
0.054430484771728516,0.013705968856811523,0.07174468040466309
0.05550074577331543,0.012753009796142578,0.07046151161193848
0.05589604377746582,0.014282703399658203,0.07373428344726562
0.060730695724487305,0.012376070022583008,0.07676005363464355
0.05985236167907715,0.013147115707397461,0.07494401931762695
0.06130266189575195,0.018929719924926758,0.08221888542175293
0.059992074966430664,0.016400814056396484,0.08188176155090332
0.061270952224731445,0.01509547233581543,0.07888317108154297
0.062163591384887695,0.013907194137573242,0.07937073707580566
0.06059408187866211,0.015385866165161133,0.08148980140686035
0.062476158142089844,0.0162045955657959,0.08101558685302734
0.06178712844848633,0.014660835266113281,0.07925295829772949
0.059258222579956055,0.013268470764160156,0.07742571830749512
0.06112837791442871,0.014304637908935547,0.07917904853820801
0.05880284309387207,0.013400793075561523,0.0791478157043457
0.0623011589050293,0.01029658317565918,0.07769155502319336
0.06134319305419922,0.014195680618286133,0.07737994194030762
0.0658562183380127,0.012686729431152344,0.08051800727844238
0.06199312210083008,0.012176036834716797,0.07974839210510254
0.06380796432495117,0.008811712265014648,0.07747840881347656
0.06277966499328613,0.015665292739868164,0.08027505874633789
0.06423830986022949,0.011467218399047852,0.07808828353881836
0.06428837776184082,0.011520624160766602,0.07870888710021973
0.06697320938110352,0.009229898452758789,0.08118128776550293
0.06227731704711914,0.0088958740234375,0.07824373245239258
0.061243295669555664,0.008046388626098633,0.07119536399841309
0.06141328811645508,0.008134603500366211,0.07694149017333984
0.058782339096069336,0.01237177848815918,0.07623505592346191
0.058770179748535156,0.011385202407836914,0.07472419738769531
0.07081270217895508,0.016417264938354492,0.09355401992797852
0.0695955753326416,0.015540599822998047,0.09099602699279785
0.06669855117797852,0.012387275695800781,0.08392143249511719
0.06299185752868652,0.011907100677490234,0.07668304443359375
0.06271719932556152,0.012092351913452148,0.07685065269470215
0.06270098686218262,0.013217449188232422,0.07834005355834961
0.06580305099487305,0.010532617568969727,0.08523035049438477
0.06279420852661133,0.012359619140625,0.0773618221282959
0.0629277229309082,0.011828184127807617,0.07682442665100098
0.06361603736877441,0.011266469955444336,0.07711577415466309
0.06372857093811035,0.014811992645263672,0.08100748062133789
0.061334848403930664,0.011972904205322266,0.07850360870361328
0.06609249114990234,0.00886225700378418,0.08157920837402344
0.06063437461853027,0.017586946487426758,0.08034706115722656
0.06317353248596191,0.011733293533325195,0.07773017883300781
0.06099581718444824,0.012466907501220703,0.07739472389221191
0.06450343132019043,0.011114358901977539,0.07776784896850586
0.06758403778076172,0.010552644729614258,0.0805044174194336
0.05833935737609863,0.011056900024414062,0.07467770576477051
0.05865669250488281,0.013030052185058594,0.07674956321716309
0.06131172180175781,0.012560844421386719,0.07690548896789551
0.060441017150878906,0.011378288269042969,0.07610368728637695
0.06213545799255371,0.01092219352722168,0.07532644271850586
0.0624547004699707,0.009786367416381836,0.07459568977355957
0.06160449981689453,0.013100862503051758,0.07656049728393555
0.06529426574707031,0.012719392776489258,0.08013463020324707
0.06527924537658691,0.009309053421020508,0.0792083740234375
0.06127500534057617,0.009146690368652344,0.07857227325439453
0.0566411018371582,0.011322498321533203,0.0745382308959961
0.06327152252197266,0.010943412780761719,0.07860636711120605
0.05974721908569336,0.011056900024414062,0.0764472484588623
0.05914425849914551,0.012843132019042969,0.07809019088745117
0.05807757377624512,0.011043548583984375,0.07196235656738281
0.05760049819946289,0.009290695190429688,0.06985998153686523
0.05710124969482422,0.009306669235229492,0.06860566139221191
0.056932687759399414,0.011207103729248047,0.07140278816223145
0.058243751525878906,0.008684158325195312,0.07121896743774414
0.06138014793395996,0.012451648712158203,0.07821536064147949
0.0626535415649414,0.012900352478027344,0.07775568962097168
0.06538724899291992,0.011619806289672852,0.0803842544555664
0.06964755058288574,0.01700282096862793,0.09129524230957031
0.08100199699401855,0.012530803680419922,0.09836196899414062
0.07491660118103027,0.009231805801391602,0.08841633796691895
0.05927681922912598,0.012958765029907227,0.07617807388305664
0.05957603454589844,0.010399580001831055,0.07298111915588379
0.06062626838684082,0.011527299880981445,0.07457137107849121
0.05945134162902832,0.009505510330200195,0.07161116600036621
0.06022930145263672,0.009306669235229492,0.07262611389160156
0.05938529968261719,0.009957075119018555,0.07175445556640625
0.06141185760498047,0.011858463287353516,0.07648205757141113
0.05923199653625488,0.011853218078613281,0.07611751556396484
0.057874441146850586,0.011441230773925781,0.07342267036437988
0.05926632881164551,0.010797262191772461,0.07202649116516113
0.061341285705566406,0.010285139083862305,0.07485079765319824
0.060811758041381836,0.010826349258422852,0.07482004165649414
0.058156490325927734,0.01154637336730957,0.07195043563842773
0.0591428279876709,0.01121973991394043,0.07396483421325684
0.06170940399169922,0.012750864028930664,0.07642102241516113
0.06528329849243164,0.010436773300170898,0.07892870903015137
0.06203889846801758,0.013148307800292969,0.0784921646118164
0.059546470642089844,0.011409997940063477,0.07332348823547363
0.06002187728881836,0.011174678802490234,0.07369613647460938
0.06019234657287598,0.010996341705322266,0.07534909248352051
0.06116914749145508,0.010542631149291992,0.07468271255493164
0.05976581573486328,0.010635852813720703,0.0726318359375
0.05701041221618652,0.011256694793701172,0.07052326202392578
0.0584406852722168,0.011870145797729492,0.07427787780761719
0.0596318244934082,0.011225700378417969,0.07342219352722168
0.057935237884521484,0.010883092880249023,0.07122588157653809
0.056078195571899414,0.010175228118896484,0.06868219375610352
0.056527137756347656,0.010991573333740234,0.06998014450073242
0.05559992790222168,0.010017633438110352,0.0675346851348877
0.059058189392089844,0.009443521499633789,0.07060122489929199
0.05598092079162598,0.01137852668762207,0.0695028305053711
0.05669069290161133,0.01166534423828125,0.07099413871765137
0.05713701248168945,0.011362552642822266,0.0707235336303711
0.05666327476501465,0.009496688842773438,0.06838774681091309
0.05629730224609375,0.010245561599731445,0.07032370567321777
0.05597972869873047,0.009773731231689453,0.06783604621887207
0.057181358337402344,0.010156869888305664,0.07090640068054199
0.05811905860900879,0.009906768798828125,0.07029104232788086
0.057411909103393555,0.01068568229675293,0.07032585144042969
0.057384490966796875,0.010281562805175781,0.0701148509979248
0.05542492866516113,0.01019740104675293,0.06758475303649902
0.05745983123779297,0.011284112930297852,0.07100319862365723
0.05959129333496094,0.010141611099243164,0.07177186012268066
0.05867123603820801,0.009710311889648438,0.07101917266845703
0.05925893783569336,0.010538101196289062,0.07264137268066406
0.057131052017211914,0.009006023406982422,0.06821656227111816
0.0571591854095459,0.01117396354675293,0.07046651840209961
0.059095144271850586,0.01096963882446289,0.07421326637268066
0.07583999633789062,0.021109580993652344,0.10066914558410645
0.05763649940490723,0.008598566055297852,0.06904220581054688
0.057306766510009766,0.010086536407470703,0.07186126708984375
0.06054067611694336,0.008398056030273438,0.07126784324645996
0.059630632400512695,0.013322591781616211,0.07715463638305664
0.06861472129821777,0.01542973518371582,0.08628153800964355
0.07730507850646973,0.02060723304748535,0.10119438171386719
0.06478333473205566,0.013255119323730469,0.08402085304260254
0.060308218002319336,0.011412382125854492,0.07661938667297363
0.07511615753173828,0.019342660903930664,0.0970468521118164
0.0671837329864502,0.014109134674072266,0.09024524688720703
0.0679628849029541,0.009799003601074219,0.08467960357666016
0.09322309494018555,0.01652216911315918,0.11202120780944824
0.06646299362182617,0.009938955307006836,0.08281064033508301
0.06424880027770996,0.012980937957763672,0.07933330535888672
0.06772398948669434,0.008945941925048828,0.07998394966125488
